ID,fileName,startFrame,endFrame
6,6_N2_S2,3154.17468,3698.59452
6,6_N2_S2,3698.59452,4117.137
6,6_N2_S2,4117.137,4548.26712
6,6_N2_S2,4548.26712,4985.69112
6,6_N2_S2,4985.69112,5426.26212
6,6_N2_S2,5426.26212,5813.3352
6,6_N2_S2,5813.3352,6581.18748
6,6_N2_S2,6581.18748,7002.87684
6,6_N2_S2,7002.87684,7610.23536
6,6_N2_S2,7610.23536,7928.07588
6,6_N2_S2,7928.07588,8516.55276
6,6_N2_S2,8516.55276,8878.45044
6,6_N2_S2,8878.45044,9114.86388
7-2,7_N2_S3_000,609.23404,1091.1316
7-2,7_N2_S3_000,1091.1316,1603.98448
7-2,7_N2_S3_000,1603.98448,2104.28788
7-2,7_N2_S3_000,2104.28788,2599.57156
7-2,7_N2_S3_000,2599.57156,3098.20168
7-2,7_N2_S3_000,3098.20168,3687.1876
7-2,7_N2_S3_000,3687.1876,4046.93764
7-2,7_N2_S3_000,4046.93764,4588.2358
7-2,7_N2_S3_000,4588.2358,5045.03452
7-2,7_N2_S3_000,5045.03452,5558.72404
7-2,7_N2_S3_000,5558.72404,5936.87968
7-2,7_N2_S3_000,5936.87968,6617.05816
7-2,7_N2_S3_000,6617.05816,7008.59992
7-2,7_N2_S3_000,7008.59992,7574.99692
7-2,7_N2_S3_000,7574.99692,8050.20148
7-2,7_N2_S3_000,8050.20148,8597.35612
7-2,7_N2_S3_000,8597.35612,9104.35252
7-2,7_N2_S3_000,9104.35252,9448.20652
7,7_N2_S3,651.87232,1144.52668
7,7_N2_S3,1144.52668,1691.73676
7,7_N2_S3,1691.73676,2113.30336
7,7_N2_S3,2113.30336,2720.02864
7,7_N2_S3,2720.02864,3212.683
7,7_N2_S3,3212.683,3582.1738
7,7_N2_S3,4064.08228,4485.649
7,7_N2_S3,4485.649,5067.57628
7,7_N2_S3,5067.57628,5528.8198
7,7_N2_S3,5528.8198,6026.43376
7,7_N2_S3,6026.43376,6467.0122
7,7_N2_S3,6467.0122,7240.711
7,7_N2_S3,7240.711,7676.32984
7,7_N2_S3,7676.32984,8249.16448
7,7_N2_S3,8249.16448,8621.13508
7,7_N2_S3,8621.13508,9131.14804
7,7_N2_S3,9131.14804,9279.1096
8-2,8_N2_H2_000,714.69816,1287.33684
8-2,8_N2_H2_000,1287.33684,1868.57952
8-2,8_N2_H2_000,1868.57952,2381.94672
8-2,8_N2_H2_000,2381.94672,3012.90096
8-2,8_N2_H2_000,3012.90096,3516.70824
8-2,8_N2_H2_000,4374.23244,4792.95648
8-2,8_N2_H2_000,4792.95648,5429.6466
8-2,8_N2_H2_000,5429.6466,5878.00644
8-2,8_N2_H2_000,5878.00644,6418.14156
8-2,8_N2_H2_000,6418.14156,6863.6334
8-2,8_N2_H2_000,6863.6334,7717.33356
8-2,8_N2_H2_000,7717.33356,8213.49288
8-2,8_N2_H2_000,8213.49288,8742.156
8-2,8_N2_H2_000,8742.156,9244.05144
8-2,8_N2_H2_000,9244.05144,9877.87356
8-2,8_N2_H2_000,9877.87356,10331.01336
8-2,8_N2_H2_000,10331.01336,10758.3414
9,9_N2_H3,569.52312,1145.26104
9,9_N2_H3,1145.26104,1790.71716
9,9_N2_H3,1790.71716,2356.33464
9,9_N2_H3,2356.33464,2872.47468
9,9_N2_H3,2872.47468,3349.2576
9,9_N2_H3,3349.2576,3954.2322
9,9_N2_H3,3954.2322,4449.00696
9,9_N2_H3,4449.00696,4968.52056
9,9_N2_H3,4968.52056,5519.51964
9,9_N2_H3,5519.51964,6146.98404
9,9_N2_H3,6146.98404,6732.84228
9,9_N2_H3,6732.84228,7540.22484
9,9_N2_H3,7540.22484,8059.73832
9,9_N2_H3,8059.73832,8566.88244
9,9_N2_H3,8566.88244,9004.30824
9,9_N2_H3,9004.30824,9602.53596
9,9_N2_H3,9602.53596,10117.55148
9,9_N2_H3,10117.55148,10476.26316
